S.No,Course ID,Discipline,Course Name,SME Name,Institute,Duration,Start date,End date,Exam date,Link,Prerequiste,About
236,noc24-ch23,Chemical Engineering,Physico-chemical processes for wastewater treatment,Prof. Vimal Chandra Srivastava,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ch25/preview,No prerequisite,"This course is essential for Engineers, considering the expectation of the Industries for wastewater pollution control in their premises to comply with newer and more stringent laws and acts that are being enforced in India and globally. This course introduces the principles and physicochemical methods to control wastewater pollution. The course will be presented in a logical manner with several numerical problems and case studies so that the students may adequately understand the subject and apply the knowledge after their graduation in industry and higher studies. The topics to be covered include (but not limited to): Physical treatment, pre-treatment, solids removal by setting and sedimentation, aeration, filtration, centrifugation, coagulation and flocculation; Adsorption and ion-exchange; Membrane processes; Advanced Oxidation Processes."
237,noc24-ch24,Chemical Engineering,Polymer Reaction Engineering,Prof. Shishir Sinha,IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc21_ch12/preview,No prerequisite,"The course provides a complete overview of current and future aspects in polymer engineering. The finished polymer product properties are usually determined during the production process and hence it very essential to understand all the fundamentals and chemistry behind the polymerization process. Various terms such as reaction initiation, propagation, termination, reaction kinetics, thermal kinetics, molecular weight, and physical features such as microstructures, morphology, tensile and fractural strength etc. will be discussed in this course. The general polymerization concepts, principles, kinetics and methodology will be discussed through various examples.
The course will be helpful for polymer and chemical engineer, students and industries for the advancement in the concepts related to polymer reaction engineering."
238,noc24-ch26,Chemical Engineering,"Renewable Energy Engineering: Solar, Wind And Biomass Energy Systems","Prof. Vaibhav Vasant Goud, Prof. R. Anandalakshmi",IITG,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc22_ch27/preview,None,"In this course an attempt has been made to standardize the course material and to emphasize on the fundamental of non-conventional energy sources (solar, wind, and biomass). Harnessing the energy through these sources using efficient technologies is expected to play an important role in serving as clean energy source for mankind. Thus, processes to harness energy are steadily gaining technical and economic importance worldwide. Therefore, it is necessary for energy planners/ users to know the facts as well as limitations of these technologies. This course aims at bringing the technological developments and research trends in the field of non-conventional energy sources with emphasis on engineering and design aspects. After attending this course students will have insight of biomass types, classifications, selective utilization of biomass resource for extraction of energy, bio-digester, wind machine and thermo-digester design."
239,noc24-ch27,Chemical Engineering,Thermodynamics Of Fluid Phase Equilibria,Prof. Jayant K. Singh,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc20_ch35/preview, An introduction course on Thermodynamics,"The goal of this course to introduce molecular thermodynamics as a practical tool for engineering applications. In particular, the course would present the first year graduate student or senior undergraduate student a broad introduction to the thermodynamics of phase equilibria typically encountered in designing chemical products and processes. The course is suitable for those students who have completed their course in undergraduate thermodynamics. It would be further useful if the student has also done the first undergraduate course on chemical engineering thermodynamics."
240,noc24-ch29,Chemical Engineering,Waste to Energy Conversion,Prof. P. Mondal,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc20_ch16/preview, It is a Elective Course for PG and UG with Hon.,"The course deals with the production of energy from different types of wastes through thermal, biological and chemical routes. It is intended to help the young scientific professionals to keep their knowledge upgraded with the current thoughts and newer technology options along with their advances in the field of the utilization of different types of wastes for energy production."
241,noc24-ch30,Chemical Engineering,Advanced Thermodynamics,Prof. Nanda Kishore,IITG,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc20_ch03/preview,UG Level Thermodynamics Course,"In any chemical process, often one encounter interaction between phases where transfer of species takes place from one phase to other. That is there exist several situations of vapor-liquid, liquid-liquid, vapor-liquid-liquid, solid-liquid equilibria in chemical engineering processes. Often these situations are dealt with assumption of ideal behavior and binary systems but in reality non-ideality and multicomponent mixtures exists and accordingly one has to deal with such situations. This course offers step-by-step understanding of required thermodynamic properties to handle such equilibrium cases and explore possible ways of solving problems associated with non-ideality in VLE, LLE, VLLE and SLE for multicomponent mixtures."
242,noc24-ch32,Chemical Engineering,Modeling Stochastic phenomena for Engineering applications: Part-1,Prof. Yelia Shankaranarayana Mayya,IITB,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_ch32/preview," Probability theory, Integral transforms, differential equations, Mathematical methods","Mechanics deals with deterministic laws to describe phenomena. However, the real world is replete with examples involving randomness. Brownian Motion, chemical reactions, pandemic propagation, eco-dynamics, material aggregation, nucleation, weather and climate, market fluctuations are some of the examples where randomness plays a key role. While the classical probability theory deals with characterising the random events: i.e., how to describe outcomes, what are the distributions etc, it does not deal with dynamical evolution of these probabilities. In contrast stochastic processes deal with the temporal evolution of the outcome of random events. In these lectures, we learn how to choose the variables, how to formulate the problems, what underlying assumptions are to be made and how best one can extract useful information in evolving probabilistic systems. We explore these aspects from an engineering, rather than a from formal theoretical perspective, by limiting ourselves to physical systems."
243,noc24-ch34,Chemical Engineering,Applied Statistical Thermodynamics,Prof. Tamal Banerjee,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_ch34/preview,Thermodynamics at Undergraduate Level,"With the current emphasis on nano- and biotechnologies, descriptions at the molecular level can be used to create effective predictions in chemical engineering and physical chemistry. Classical thermodynamics can be used to relate heat and work and to describe various processes, including phase behaviour, chemical reaction equilibria, and flows on changes of state, but it hardly acknowledges the existence of molecules. This information can also be obtained by statistical thermodynamics, which begins with a description of individual molecules. A molecular-level description and statistical thermodynamics helps us to gain useful insights. In this course, only equilibrium properties, not dynamic or kinetic properties such as the kinetic theory of gases or liquids, are examined; thus, the term statistical thermodynamics is used rather than the more comprehensive statistical mechanics."
244,noc24-ch35,Chemical Engineering,"Characterization of Polymers, Elastomers and Composites",Prof. Santanu Chattopadhyay,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc23_ch41/preview,"For students: High school knowledge in Chemistry, Physics and Mathematics are required. For R&D personals: UG or PG degree(s) in any of the mentioned subjects as mentioned earlier","Introductory module will encompass the fundamentals on molecular and mesoscale organization of polymers and composites. The course embodies chemical analysis, identification of polymers, additives, elastomers and composites as per Indian and International standards. Spectroscopic techniques including IR, UV, NMR theory, principle and applications to polymers, elastomers, blends, composites and additives will be deliberated. Thermal analysis techniques including TGA, DSC, DMA, DETA will be elaborated in light of life prediction, degradation kinetics, thermal parameters as well for reverse engineering. Application of X-Ray diffraction techniques WAXS and SAXS will be covered. Surface characterization e.g. XPS, SIMS and Mass Spectroscopy will be covered. A detailed application of microscopy including optical, SEM, TEM and AFM will be elaborated along with case studies."
245,noc24-ch36,Chemical Engineering,Matlab Programming for Numerical Computation,Prof. Niket Kaisare,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc21_ge10/preview,"The students for this course are expected to know basics of linear algebra and calculus. These are covered in Introductory Math course(s) for Engineers (typically done in first year).This is intended to be practical (laboratory) course. Some prior background in programming will be useful, though not required. Likewise, students who have either completed or are currently doing “Numerical Methods” / “Computational Techniques” will find it easier to follow this course. ","MATLAB is a popular language for numerical computation. This course introduces students to MATLAB programming, and demonstrate it’s use for scientific computations. The basis of computational techniques are expounded through various coding examples and problems, and practical ways to use MATLAB will be discussed."
246,noc24-ee03,Electrical and Electronics Engineering,Photonic integrated circuit,Prof. Shankar Kumar Selvaraja,IISc,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc21_ee35/preview,Introduction to Photonics,"This is a graduate-level course for those who are interested in Lightwave/photonic circuits. The course introduces essential concepts required to understand the operation of various integrated photonic components and draws a parallel with bulk components. This course will cover theory, design, fabrication, and application aspects of photonic materials and devices. In addition to lectures, a selection of demonstration of device fabrication and characterisation will be presented."
247,noc24-ee04,Electrical and Electronics Engineering,Deep Learning,Prof. Prabir Kumar Biswas,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc20_cs62/preview,None,"The availability of huge volume of Image and Video data over the internet has made the problem of data analysis and interpretation a really challenging task. Deep Learning has proved itself to be a possible solution to such Computer Vision tasks. Not only in Computer Vision, Deep Learning techniques are also widely applied in Natural Language Processing tasks. In this course we will start with traditional Machine Learning approaches, e.g. Bayesian Classification, Multilayer Perceptron etc. and then move to modern Deep Learning architectures like Convolutional Neural Networks, Autoencoders etc. On completion of the course students will acquire the knowledge of applying Deep Learning techniques to solve various real life problems. INTENDED AUDIENCE: Electronics and Communication Engineering, Computer Science, Electrical Engineering PRE-REQUISITES: Knowledge of Linear Algebra, DSP, PDE will be helpful. INDUSTRY SUPPORT: Google, Adobe, TCS, DRDO etc."
248,noc24-ee05,Electrical and Electronics Engineering,Electronics Enclosures Thermal issues,Prof. N.V Chalapathi Rao,IISc,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc21_ee46/preview,12th standard,Electronics Design is understood as analysis and implementation at various levels from large systems installation to chip design. One of the aspects is failure due to temperature effects is constantly under study. Theory of Heat transfer has been understood and explained way back in 1700. Rigor and precision has resulted in seemingly complicated ‘equations’.
249,noc24-ee06,Electrical and Electronics Engineering,Electronics equipment integration and Prototype building,Prof. N.V Chalapathi Rao,IISc,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc20_ee01/preview,Basic electronics. Basic engineering drawing,"This course teaches registrants on how to make a working prototype of electronic equipment.Typically most courses have a project component. Beyond demonstrating functionality at a breadboard level, converting it to a viable physical model is not covered in Labs at UG level.Attempt will be made to layout a system and finally make Drawings that can be used for fabrication in a workshop. Component selection, layout and Assembly will be demonstrated. Finally to make a working physical prototype."
250,noc24-ee07,Electrical and Electronics Engineering,Fundamental of Power Electronics,Prof. L.Umanand,IISc,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc21_ee01/preview,"Electrical and electronic circuits, network theory and basics of semiconductor physics.","The course introduces basics of power electronic devices and converters. Working principles, operating modes and analysis of AC-DC and DC-DC converters will be covered in detail. A flavour of DC-AC inverter will be introduced at the end of the course. This course uses SPICE simulation as a means for understanding and gaining more insight into the circuits. Control of power electronic converters will be explained. "
251,noc24-ee08,Electrical and Electronics Engineering,"Integrated Circuits, Mosfets, OP-Amps and their Applications",Prof. Hardik Jeetendra Pandya,IISc,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc20_ee13/preview,B.Tech./B.E./M.Sc. and M.Tech./M.E.,"This course is a design-oriented course aimed at understanding fabrication, parameters, and specifications of integrated circuits, MOSFETs, Op-Amps as well as their applications in the Analog domain."
252,noc24-ee09,Electrical and Electronics Engineering,A brief introduction of Micro - Sensors,Prof. Santanu Talukder,IISER Bhopal,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc21_ee26/preview,"Basic Physics, Electronics and Mechanics","Main objective of this course is to introduce students to micro- and nano-scale devices. After successfully completing this short course, students will have an idea about MEMS and NEMS devices and their applications. They will know how to design, analyze and characterize a micro or nano system. They will also have an idea about MEMS fabrication."
253,noc24-ee10,Electrical and Electronics Engineering,Advanced topics in Wireless Communication (Hindi),Prof. Vivek Ashok Bohara,IIIT Delhi,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc24_ee10/preview,"Mandatory:
1. Principles of Signals and Systems
2. Principles of Communication Systems
3. Fundamentals of wireless communication
Desirable:
4.Matlab Coding","This course will provide an advanced level understanding of a wireless communication system. Starting with the overview of wireless systems and standards, the students will study the fundamental capacity limits of wireless channels along with transmission strategies to maximize the theoretical capacity The course will also cover fundamental coding techniques such as block, convolutional and trellis coding for wireless channels and will also touch upon the recent developments in concatenated, turbo and LDPC codes. The students will also learn the benefits of applying adaptive modulation and coding strategies in wireless channels to enable robust and spectrally efficient communication. This course will also introduce students to MIMO communications and space time block codes which will be followed by multiuser systems and networks. Finally, the course will share insights and possible technologies for the next generation of wireless communication systems."
254,noc24-ee13,Electrical and Electronics Engineering,Analog Ic Design,Prof. Aniruddhan.S,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ee37/preview,"UG course (or equivalent) on: Basic Electrical Circuits, Signals and Systems, Analog Circuits","This course will introduce advanced concepts in analog circuit design specifically relevant to CMOS IC design. It will cover circuit noise and mismatch, their analysis, and their impact on CMOS opamp design. As prerequisites, the student is expected to have undergone a course on (a) basic circuit theory and analysis (b) signals and systems and (c) MOS analog circuits. At the end of this course, the student should be able to design and analyze several types of CMOS opamps at the transistor level."
255,noc24-ee14,Electrical and Electronics Engineering,Circuit Analysis for Analog Designers,Prof. Shanthi Pavan,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024",https://onlinecourses.nptel.ac.in/noc22_ee34/preview,"Engineering mathematics, a basic course on electric network analysis at the UG level, signals and systems.","The course is intended to cover topics in circuit analysis that an analog designer uses on a daily basis. After a refresher and building background in linear-time invariant networks, it introduces aspiring analog designers to more advanced topics like inter-reciprocal networks, analog filters, noise analysis of circuits, transmission lines and distributed circuits, and the analysis of circuits with weak nonlinearities. Another important topic, which is not covered in this course due to paucity of time, is that of the study of time-varying circuits. This topic is covered in the course ``Introduction to Time-Varying Electrical Networks’’, also on NPTEL"
256,noc24-ee15,Electrical and Electronics Engineering,Control engineering,Prof. Ramkrishna Pasumarthy,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ee31/preview," Network and Circuits, Basic Engineering Mathematics. we suggest the NPTEL course on Networks and Systems by Dr.V.G.K.Murti. Content in Lectures 1 -6 and 20-29 will be relevant for this course. ",This course shall introduce the fundamentals of modeling and control of linear time invariant systems; primarily from the classical viewpoint of Laplace transforms and a brief emphasis on the state space formulation as well. The course will be useful for students from major streams of engineering to build foundations of time/frequency analysis of systems as well as the feedback control of such systems. The 11th module of the course will cover a detailed application of filter design in the field of navigation and human movement (gait). Students will be able to design their very own basic navigational system using inertial sensors and microcontrollers. 
257,noc24-ee16,Electrical and Electronics Engineering,Digital Signal Processing and its Applications,Prof. V. M. Gadre,IITB,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc24_ee16/preview," It would help if they have an exposure to ‘Signals and Systems’, although this is not a strict pre-requisite.","The course begins with a discussion on Discrete Time signals and systems. This is followed by an introduction of the Z transform, its properties and system theoretic implications. The foundations of digital filter design and realization are built up. Practice Problems with solutions, summaries of each lecture and illustrative explanations of concepts are all additionally provided, to enhance learning."
258,noc24-ee18,Electrical and Electronics Engineering,Foundations of Wavelets and Multirate Digital Signal Processing,Prof. V. M. Gadre,IITB,4 Weeks,"Jan 22, 2024","Feb 16, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_ee18/preview," Exposure to Signals and systems, Some basic Engineering Mathematics","The word 'wavelet' refers to a little wave. Wavelets are functions designed to be considerably localized in both time and frequency domains. There are many practical situations in which one needs to analyze the signal simultaneously in both the time and frequency domains, for example, in audio processing, image enhancement, analysis and processing, geophysics and in biomedical engineering. Such analysis requires the engineer and researcher to deal with such functions, that have an inherent ability to localize as much as possible in the two domains simultaneously."
259,noc24-ee19,Electrical and Electronics Engineering,Linear Dynamical Systems,Prof. Tushar Jain,IIT Mandi,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc20_ee47/preview,"UG control systems, basics of linear algebra","Linear system is the cornerstone of control theory and a prerequisite subject for almost all advanced level graduate courses in this area. The aim of this course is to take a beginning student, with some prior exposure to elementary transform and linear algebra, through a motivated and integrated development of the fuller perspective of the linear system theory. This course will also strengthen the basic logical arguments behind mathematical proofs."
260,noc24-ee20,Electrical and Electronics Engineering,Microwave Integrated Circuits,Prof. Jayanta Mukherjee,IITB,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc21_ee34/preview,Basics of Network Theory,"Microwave Integrated Circuits is a course designed for introducing the field of Microwave Engineering to students, engineers and academics. Since at microwave frequencies, the distributed circuit effects become very prominent, new circuit theories based on Maxwell's laws have to be introduced. Further, new circuit design techniques as well as new circuit elements are also introduced. The first part of the course deals with the basics of theory. In the later part, the designs of various microwave devices like couplers, circulators, filters and amplifiers are introduced."
261,noc24-ee21,Electrical and Electronics Engineering,Modern Computer Vision,Prof. A. N. Rajagopalan,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc23_ee78/preview," Familiarity with image processing, linear algebra and probability is desirable but is not a must.","This course explores both classical and deep learning-based approaches to computer vision. Starting from introduction to deep learning, it goes on to discuss traditional approaches as well as deep networks for a variety of vision tasks including low-level vision, 3D geometry, mid-level vision and high-level vision."
262,noc24-ee22,Electrical and Electronics Engineering,Multirate DSP,Prof. R. David Koilpillai,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc20_ee21/preview,Basic course in Digital Signal Processingl,"The key features of this course includes the following topics• An in-depth understanding of sampling, reconstruction, sampling rate conversion using multirate building blocks • Applications of multirate DSP – Filter design, Filterbanks, Transmultiplexer, Delta-Sigma A/D • Mathematical framework for Perfect Reconstruction Filter banks• Achieving capacity in wireless channels, motivation for Multicarrier modulation, Redundancy via zero padding and cyclic prefix • Mathematical framework for OFDM and its extensions • Introduction to Wavelets and Multichannel filter banks• Matlab-based computer exercises to gain understanding of multirate DSP concepts and applications."
263,noc24-ee23,Electrical and Electronics Engineering,Optical Fiber Sensors,Prof Balaji Srinivasan,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc21_ee40/preview,Introduction to Photonics (preferable),"Optical Fiber Sensors is intended as a senior undergraduate / graduate level course that introduces the different types of optical sensor technologies and their applications in metrology, navigation, and structural health monitoring"
264,noc24-ee24,Electrical and Electronics Engineering,Power Management Integrated Circuits,Prof. Qadeer Ahmad Khan,IITM,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc20_ee08/preview,Analog Circuits or equivalent or industry experience in analog circuit design,"This course is intended to develop understanding of why power management circuits are needed in a VLSI system, what are the different components of a power management system with focus on voltage regulators. By the end of this course, students should be able to understand the concept behind power management circuits and design a linear (LDO) and switching regulator (dc-dc converter) for a given specifications using behavioral and circuit level simulators. "
265,noc24-ee25,Electrical and Electronics Engineering,Principles of Digital Communication,Prof. Abhishek Dixit,IITD,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc22_ee10/preview,"Basic idea of Signals and Systems, and probability theory","Digital communication is a fundamental course in the electronics and communication stream.The objectives of this course is to introduce the basic principles that underlie the analysis and successful design of a digital communication system. Digital communication systems have been used in all modern communication systems. Emphasis is placed on understanding system design goals and to optimize the tradeoff among basic system parameters such as signal-to-noise ratio, bandwidth, etc."
266,noc24-ee26,Electrical and Electronics Engineering,RF and Microwave Networks,Prof. Bratin Ghosh,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024",https://onlinecourses.nptel.ac.in/noc23_ee36/preview,None,"The course begins with an introduction to microwave networks. Thereafter, it investigates the basic and general relationships of modal orthogonality in cylindrical guides of arbitrary cross-section. Field expressions and propagation behavior inside such guides are also investigated. Next, the obstacle problem in the waveguide is treated. This is followed by the analysis and network modeling of two waveguide discontinuities : the post and the diaphragm. Thereafter, the waveguide junction problem is investigated with reference to the capacitive and inductive waveguide junctions. The numerical modeling of the waveguide feed is next investigated, with reference to a probe feed in a waveguide. The circuit modeling of apertures excited through waveguides is addressed. Modeling of cavities is undertaken, alongwith determination of the input impedance of a probe-excited cavity and the problem of a waveguide aperture-coupled to a cavity. Treatment of apertures in ground-planes is addressed. Modeling of radiation from a plane current sheet is investigated. Finally, cylindrical waves and their treatment are examined."
267,noc24-ee27,Electrical and Electronics Engineering,Semiconductor device modeling and Simulation,Prof. Vivek Dixit,IITKGP,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc23_ee35/preview,None,"This course is a foundation level course on semiconductor devices. Course consist of three broad topics (1) Semiconductors properties, (2) Devices and (3) governing equations along with their boundary conditions. Course objective is to develop a sound physical and intuitive understanding of semiconductor devices and achieve ability to make some key decisions while designing applications specific semiconductor devices."
268,noc24-ee29,Electrical and Electronics Engineering,CMOS Digital VLSI Design,Prof. Sudeb Dasgupta,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc21_ee09/preview,A basic course of Semiconductor Devices and Digital Electronics. A course on Computer Organization will be quite helpful.,"This course brings circuit and system level views on design on the same platform. The course starts with basic device understanding and then deals with complex digital circuits keeping in mind the current trend in technology. The course follows a design perspective, starts from basic specifications and ends with system level blocks. Eight Assignments are provided which will add/help in understanding the course in a better manner both at conceptual as well as hands-on level."
269,noc24-ee30,Electrical and Electronics Engineering,EV - Vehicle Dynamics and Electric Motor Drives,Prof. Amit Jain Prof. Avanish Tripathi,IITD,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc24_ee30/preview,BE (Electrical),"This course will be a first level course on electric vehicle. Students will be able to understand the operation of battery driven electric vehicle. The course will start with introduction section which will enable the students to understand the focus areas that come under the umbrella of electric vehicles. Then the course will start covering this focus areas one by one such as vehicle dynamics, Motors, Power Electronics, PWM, Control etc. The most important part of this course will be that each topic will bean analyzed and demonstrated through Matlab Simulink, so that the grip of the subject will be strong and the knowledge acquired will be useable in real time applications."
270,noc24-ee31,Electrical and Electronics Engineering,Electromagnetic Waves in Guided and Wireless Media,Prof. Pradeep Kumar K,IITK,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc21_ee43/preview,"Vector analysis, Electrostatics, and Magnetostatics","A thorough understanding of propagation and radiation of electromagnetic waves in both wired and wireless media is important in many fields such as microwave and RF engineering, antennas, wireless communications, and fiber-optics. In this course, we discuss guided electromagnetic wave propagation in transmission lines and metallic waveguides, light propagation in optical waveguides, fibers, and free-space. In the final part of the course, we cover basic concepts of antennas and channel models for wireless communications. Pre-requisites include familiarity with vector analysis and vector calculus, electrostatics, and magnetostatics. Assignments include both conceptual and computational problems"
271,noc24-ee32,Electrical and Electronics Engineering,"Fuzzy Sets, Logic and Systems & Applications",Prof. Nishchal Kumar Verma,IITK,12 weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ee21/preview,Nil,The course is designed to give a solid grounding of fundamental concepts of fuzzy logic and its applications. The level of the course is chosen to be such that all students aspiring to be a part of computational intelligence directly or indirectly in near future should get these concepts.
272,noc24-ee33,Electrical and Electronics Engineering,Optimal control,Prof. Barjeev Tyagi,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024",https://onlinecourses.nptel.ac.in/noc21_ee48/preview, Advanced Control System.,"The optimization techniques can be used in different ways depending on the approach (algebraic or geometric), the interest (single or multiple), the nature of the signals (deterministic or stochastic), and the stage (single or multiple). The main objective of optimal control is to determine control signals that will cause a process (plant) to satisfy some physical constraints and at the same time extremize (maximize or minimize) a chosen performance criterion (performance index or cost function)."
273,noc24-ee34,Electrical and Electronics Engineering,Power Quality Improvement Technique,Prof. Avik Bhattacharya,IITR,8 Weeks,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024",https://onlinecourses.nptel.ac.in/noc20_ee10/preview,Power Electronics,"The power quality of modern power distribution system is vulgarized due to the increased use of distributed sources,adjustable speed drive, nonlinear load and unbalanced load. The main challenge in the distribution system is the mitigation of power quality problems produced by load disturbances and supply disturbances [1], [2]. It can be mitigated by passive filters as well as active filters. The passive filters are economically cheap but their performance is poor compared to the active power filters [2]. Hence active power filters are preferred in the modern power system"
274,noc24-ee37,Electrical and Electronics Engineering,Smart Grid: Basics to Advanced Technologies,"Prof. N. P. Padhy, Prof. Premalata Jena",IITR,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024",https://onlinecourses.nptel.ac.in/noc23_ee60/preview,Basic Understanding of Power System and Power Electronics Engineering,"This course covers the fundamental aspects of the smart grid and its application to the existing power system. It introduces state-of-the-art smart grid technologies like electric vehicles, AC/DC microgrids, energy storage, phasor measurement unit, cyber security, etc. In addition, the course talks about the trends, modeling, planning, operation, and control of energy storage technologies. Further, it discusses the architecture, operation, and control strategy of AC, DC, and hybrid AC-DC microgrids. This course also emphasizes on renewable energy sources integration into the present grid and microgrids, and further explores its operation, analysis, management, control, protection, and monitoring issues. The laboratory-scale demonstrations have been provided to validate a few concepts covered in this course"
275,noc24-ee38,Electrical and Electronics Engineering,Computer Vision And Image Processing - Fundamentals And Applications,Prof. M. K. Bhuyan,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc23_ee39/preview," Basic co-ordinate geometry, matrix algebra, linear algebra and random process.","The intent of this course is to familiarize the students to explain the fundamental concepts/issues of Computer Vision and Image Processing, and major approaches that address them. This course provides an introduction to computer vision including image acquisition and image formation models, radiometric models of image formation, image formation in the camera, image processing concepts, concept of feature extraction and selection for pattern classification/recognition, and advanced concepts like motion estimation and tracking, image classification, scene understanding, object classification and tracking, image fusion, and image registration, etc."
276,noc24-ee39,Electrical and Electronics Engineering,Design Of Power Electronic Converters,Prof. Shabari Nath,IITG,8 Weeks,"Feb 19, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ee33/preview, Introductory course on power electronics.,"Undergraduate level courses on power electronics teach different power converter circuits and methods to analyze them. But all jobs related to power electronics need good knowledge of designing hardware. Proper hardware design in power electronics involves knowledge of several topics which are beyond the scope of a core course in power electronics. This course intends to fill this gap. In this course, students will learn the important concepts needed to design proper power electronic hardware, simulation tools, proper designing of power PCB, designing magnetics, reducing electromagnetic interference etc. By the end of course students should be able to design and test any power electronic converter on their own."
277,noc24-ee41,Electrical and Electronics Engineering,Operation And Planning Of Power Distribution Systems,Prof. Sanjib Ganguly,IITG,12 Weeks,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024",https://onlinecourses.nptel.ac.in/noc22_ee35/preview," Basic electrical engineering, Electrical power system ","Due to the inception of various automation technologies and integration of distributed energy resources, the electrical power distribution systems are slowly transformed into smart and active networks. This course will provide an overview of modern power distribution systems. The course will start with the discussions of different components and layouts of power distribution systems, load models, different reliability assessment techniques, and different planning approaches. The conventional reactive power compensation techniques will also be covered. Then, the impact of distributed generation on distribution systems will be discussed. Modeling of different types of distributed generation units and storage will also be discussed. Finally, the evolution of distribution systems toward smart network will be covered."
